NACA 65(2)-415
   0.5109886E-02  0.1447599E-01
   0.4355568E-02  0.1363817E-01
   0.3666339E-02  0.1279857E-01
   0.3042825E-02  0.1195538E-01
   0.2484851E-02  0.1110774E-01
   0.1988525E-02  0.1025772E-01
   0.1548804E-02  0.9408578E-02
   0.1162213E-02  0.8562637E-02
   0.8265782E-03  0.7721615E-02
   0.5401092E-03  0.6887177E-02
   0.3012597E-03  0.6060247E-02
   0.1086118E-03  0.5240814E-02
  -0.3821819E-04  0.4430402E-02
  -0.1392227E-03  0.3633557E-02
  -0.1951069E-03  0.2853264E-02
  -0.2067674E-03  0.2083071E-02
  -0.1725450E-03  0.1309764E-02
  -0.8712617E-04  0.5250761E-03
   0.5518120E-04 -0.2692017E-03
   0.2560711E-03 -0.1066697E-02
   0.5163112E-03 -0.1863393E-02
   0.8354497E-03 -0.2658211E-02
   0.1212206E-02 -0.3449774E-02
   0.1645455E-02 -0.4236523E-02
   0.2134243E-02 -0.5017272E-02
   0.2678033E-02 -0.5791360E-02
   0.3276539E-02 -0.6558415E-02
   0.3929767E-02 -0.7317969E-02
   0.4638401E-02 -0.8069601E-02
   0.5403398E-02 -0.8812819E-02
   0.6226628E-02 -0.9546955E-02
   0.7110325E-02 -0.1027098E-01
   0.8058292E-02 -0.1098235E-01
   0.9075530E-02 -0.1167779E-01
   0.1016666E-01 -0.1235604E-01
   0.1133577E-01 -0.1301772E-01
   0.1258723E-01 -0.1366568E-01
   0.1392516E-01 -0.1430639E-01
   0.1535390E-01 -0.1494663E-01
   0.1688095E-01 -0.1558987E-01
   0.1851518E-01 -0.1623951E-01
   0.2026780E-01 -0.1689761E-01
   0.2215229E-01 -0.1756604E-01
   0.2418413E-01 -0.1824898E-01
   0.2637970E-01 -0.1895345E-01
   0.2875604E-01 -0.1968661E-01
   0.3133222E-01 -0.2045232E-01
   0.3412789E-01 -0.2125402E-01
   0.3716294E-01 -0.2209217E-01
   0.4045665E-01 -0.2296510E-01
   0.4402745E-01 -0.2387087E-01
   0.4789020E-01 -0.2480724E-01
   0.5205484E-01 -0.2577087E-01
   0.5652490E-01 -0.2675706E-01
   0.6129712E-01 -0.2776057E-01
   0.6636144E-01 -0.2877614E-01
   0.7170022E-01 -0.2979887E-01
   0.7728933E-01 -0.3082430E-01
   0.8309416E-01 -0.3184792E-01
   0.8907336E-01 -0.3286275E-01
   0.9518991E-01 -0.3385964E-01
   0.1014188     -0.3483241E-01
   0.1077429     -0.3577778E-01
   0.1141489     -0.3669378E-01
   0.1206260     -0.3757987E-01
   0.1271659     -0.3843638E-01
   0.1337615     -0.3926414E-01
   0.1404072     -0.4006429E-01
   0.1470981     -0.4083825E-01
   0.1538278     -0.4158738E-01
   0.1605879     -0.4231266E-01
   0.1673702     -0.4301367E-01
   0.1741699     -0.4368996E-01
   0.1809846     -0.4434147E-01
   0.1878128     -0.4496829E-01
   0.1946528     -0.4557054E-01
   0.2015038     -0.4614840E-01
   0.2083658     -0.4670216E-01
   0.2152389     -0.4723232E-01
   0.2221229     -0.4773940E-01
   0.2290176     -0.4822393E-01
   0.2359225     -0.4868645E-01
   0.2428374     -0.4912752E-01
   0.2497610     -0.4954770E-01
   0.2566915     -0.4994741E-01
   0.2636269     -0.5032667E-01
   0.2705659     -0.5068549E-01
   0.2775075     -0.5102381E-01
   0.2844512     -0.5134157E-01
   0.2913966     -0.5163874E-01
   0.2983432     -0.5191528E-01
   0.3052909     -0.5217122E-01
   0.3122394     -0.5240656E-01
   0.3191882     -0.5262132E-01
   0.3261369     -0.5281551E-01
   0.3330849     -0.5298915E-01
   0.3400318     -0.5314231E-01
   0.3469759     -0.5327514E-01
   0.3539144     -0.5338753E-01
   0.3608446     -0.5347891E-01
   0.3677641     -0.5354859E-01
   0.3746714     -0.5359567E-01
   0.3815657     -0.5361914E-01
   0.3884469     -0.5361808E-01
   0.3953153     -0.5359154E-01
   0.4021719     -0.5353872E-01
   0.4090178     -0.5345900E-01
   0.4158544     -0.5335179E-01
   0.4226826     -0.5321675E-01
   0.4295031     -0.5305357E-01
   0.4363161     -0.5286188E-01
   0.4431222     -0.5264128E-01
   0.4499221     -0.5239140E-01
   0.4567167     -0.5211191E-01
   0.4635071     -0.5180256E-01
   0.4702942     -0.5146320E-01
   0.4770789     -0.5109375E-01
   0.4838618     -0.5069403E-01
   0.4906440     -0.5026377E-01
   0.4974272     -0.4980279E-01
   0.5042142     -0.4931091E-01
   0.5110085     -0.4878815E-01
   0.5178134     -0.4823522E-01
   0.5246305     -0.4765305E-01
   0.5314605     -0.4704254E-01
   0.5383041     -0.4640455E-01
   0.5451623     -0.4573994E-01
   0.5520358     -0.4504964E-01
   0.5589255     -0.4433462E-01
   0.5658318     -0.4359597E-01
   0.5727548     -0.4283486E-01
   0.5796947     -0.4205250E-01
   0.5866512     -0.4125011E-01
   0.5936239     -0.4042902E-01
   0.6006112     -0.3959072E-01
   0.6076101     -0.3873656E-01
   0.6146183     -0.3786722E-01
   0.6216347     -0.3698318E-01
   0.6286593     -0.3608483E-01
   0.6356917     -0.3517253E-01
   0.6427326     -0.3424655E-01
   0.6497835     -0.3330695E-01
   0.6568478     -0.3235400E-01
   0.6639281     -0.3138864E-01
   0.6710258     -0.3041206E-01
   0.6781413     -0.2942565E-01
   0.6852750     -0.2843087E-01
   0.6924261     -0.2742937E-01
   0.6995927     -0.2642301E-01
   0.7067710     -0.2541348E-01
   0.7139568     -0.2440207E-01
   0.7211457     -0.2339003E-01
   0.7283337     -0.2237843E-01
   0.7355180     -0.2136822E-01
   0.7426961     -0.2036024E-01
   0.7498657     -0.1935536E-01
   0.7570241     -0.1835468E-01
   0.7641694     -0.1735948E-01
   0.7713000     -0.1637097E-01
   0.7784150     -0.1539036E-01
   0.7855137     -0.1441877E-01
   0.7925951     -0.1345729E-01
   0.7996565     -0.1250716E-01
   0.8066948     -0.1157027E-01
   0.8137076     -0.1064880E-01
   0.8206945     -0.9744750E-02
   0.8276551     -0.8860084E-02
   0.8345894     -0.7996749E-02
   0.8414983     -0.7156658E-02
   0.8483851     -0.6341388E-02
   0.8552537     -0.5551509E-02
   0.8621059     -0.4787217E-02
   0.8689406     -0.4048892E-02
   0.8757558     -0.3336843E-02
   0.8825487     -0.2651192E-02
   0.8893111     -0.1991731E-02
   0.8960253     -0.1359180E-02
   0.9026680     -0.7581993E-03
   0.9092170     -0.1950440E-03
   0.9156540      0.3227890E-03
   0.9219701      0.7863483E-03
   0.9281660      0.1188610E-02
   0.9342444      0.1524494E-02
   0.9402061      0.1789780E-02
   0.9460524      0.1980720E-02
   0.9517879      0.2094303E-02
   0.9574172      0.2131057E-02
   0.9629355      0.2094921E-02
   0.9683276      0.1990514E-02
   0.9735712      0.1823533E-02
   0.9786400      0.1600796E-02
   0.9835072      0.1330183E-02
   0.9881480      0.1020393E-02
   0.9925371      0.6809348E-03
   0.9966538      0.3214964E-03
    1.000000       0.000000    
